671819,psychology,166.38
266429,psychology,173.79
259481,psychology,150.38
556791,psychology,168.23
411328,psychology,165.12
762023,psychology,155.82
718164,psychology,160.82
935479,psychology,165.26
814152,psychology,183.77
601949,psychology,179.14
203079,psychology,155.58
617352,psychology,180.66
163608,psychology,167.45
440730,psychology,162.94
483696,psychology,167.39
306032,psychology,162.13
469877,psychology,162.59
756626,psychology,171.82
899779,psychology,171.36
826453,psychology,171.41
181235,psychology,167.14
447475,psychology,156.39
777541,psychology,167.4
175735,psychology,172.62
858744,psychology,166.1
349770,psychology,169.22
572976,psychology,167.46
569727,psychology,161.56
284883,psychology,164.98
706481,psychology,158.8
505950,psychology,168.38
387760,psychology,156.74
993792,psychology,157.19
966339,psychology,158.67
724601,psychology,146.46
181115,psychology,171.53
837493,psychology,165.16
788341,psychology,158.98
583583,psychology,171.14
581668,psychology,153.51
547770,psychology,162.72
706374,psychology,161.92
567768,psychology,165.13
375795,psychology,165.09
721699,psychology,158.35
712966,psychology,163.13
177386,psychology,162.36
458424,psychology,166.89
841683,psychology,169.55
407938,psychology,169.65
511977,psychology,158.36
239773,psychology,163.74
436164,psychology,156.36
602500,psychology,156.93
942607,psychology,163.26
152681,psychology,172.07
520620,psychology,158.9
970655,psychology,165.42
941953,psychology,162.01
766061,psychology,169.69
930046,psychology,157.07
185859,psychology,163.49
624031,psychology,166.46
740304,psychology,169.6
573892,psychology,172.13
156810,psychology,163.79
703165,psychology,154.77
922833,psychology,159.05
759066,psychology,157.23
311536,psychology,176.74
868961,psychology,159.78
394574,psychology,167.58
509338,psychology,162.2
437711,psychology,168.38
797458,psychology,158.93
543577,psychology,155.28
259076,psychology,155.16
374217,psychology,166.09
577913,psychology,162.29
786296,psychology,162.18
903006,psychology,171.42
679357,psychology,164.97
503030,psychology,164.43
638145,psychology,172.38
477490,psychology,158.7
841721,psychology,167.28
468803,psychology,168.08
182341,psychology,161.91
283911,psychology,164.53
979164,psychology,156.63
706389,psychology,156.73
161822,psychology,163.9
613437,psychology,167.43
799090,psychology,178.09
434660,psychology,159.49
830373,psychology,164.37
519057,psychology,162.83
971163,psychology,152.24
134832,psychology,160.79
770295,psychology,153.03
654553,psychology,168.11
899372,psychology,158.22
787586,psychology,163.87
698659,psychology,160.19
363392,psychology,165.04
416109,psychology,159.87
745442,psychology,166.1
789008,psychology,167.53
381227,psychology,173.09
783160,psychology,162.19
759810,psychology,151.07
365034,psychology,158.5
722892,psychology,171.05
336788,psychology,157.17
251807,psychology,168.8
210178,psychology,164.01
607974,psychology,171.52
838878,psychology,152.08
996032,psychology,162.17
309929,psychology,156.39
356734,psychology,179.93
626690,psychology,168.02
619098,psychology,171.19
575044,psychology,157.25
841742,psychology,160.62
388066,psychology,161.74
162944,psychology,169.58
520207,psychology,161.71
770306,psychology,167.31
958550,psychology,151.56
283069,psychology,161.28
329565,psychology,158.59
262121,psychology,154.28
972781,psychology,166.21
694947,psychology,164.91
564483,psychology,163.49
805019,psychology,155.67
632104,psychology,169.75
324331,psychology,165.3
534266,psychology,161.59
322947,psychology,163.43
863290,psychology,161.8
990754,psychology,153.29
304481,psychology,161.67
903650,psychology,158.54
419400,psychology,157.7
846756,psychology,156.69
306577,psychology,160.25
307961,psychology,151.84
733548,psychology,168.82
157753,psychology,166.27
552800,psychology,163.19
651925,psychology,163.1
572367,psychology,158.73
199975,psychology,169.13
874256,psychology,162.54
341872,psychology,159.21
946328,psychology,171.03
520058,psychology,162.01
966884,psychology,159.93
317938,psychology,161.62
707574,psychology,158.45
325027,psychology,156.89
881955,psychology,177.75
265043,psychology,172.77
386035,psychology,165.06
156605,psychology,156.11
490011,psychology,158.35
289991,psychology,162.29
639154,psychology,167.83
180162,psychology,155.68
682459,psychology,149.97
266479,psychology,155.01
903075,psychology,165.21
575214,psychology,165.54
504839,psychology,165.88
769787,psychology,162.55
193605,psychology,164.35
680300,psychology,160.58
872676,psychology,168.23
303792,psychology,155.51
235968,psychology,165.9
493865,psychology,158.45
956955,psychology,161.38
887562,psychology,166.46
725011,psychology,169.24
626407,psychology,156.91
263487,psychology,170.51
398204,psychology,167.08
949340,psychology,162.91
690895,psychology,162.18
771525,psychology,162.06
515766,psychology,161.57
664712,psychology,163.43
394373,psychology,163.59
754363,psychology,168.03
627246,psychology,172.03
771537,psychology,165.97
392026,psychology,162.1
664137,psychology,166.88
749030,psychology,164.35
790804,psychology,157.41
830081,psychology,168.73
606479,psychology,165.06
466177,psychology,164.07
508323,psychology,166.25
311147,psychology,164.8
642876,psychology,157.91
627097,psychology,162.37
702430,psychology,162.46
362716,psychology,160.26
380471,psychology,172.92
947921,psychology,158.29
335486,psychology,160.53
411768,psychology,159.23
940926,psychology,156.58
221247,psychology,162.2
549431,psychology,161.73
201140,psychology,172.05
768464,psychology,161.88
789692,psychology,157.21
325346,psychology,172.47
817574,psychology,170.36
455451,psychology,161.99
371487,psychology,154.68
640320,psychology,160.76
599032,psychology,162.41
847770,psychology,164.88
367251,psychology,161.81
870373,psychology,165.84
670977,psychology,165.54
637922,psychology,156.15
490771,psychology,157.88
884940,psychology,159.06
276617,psychology,160.4
984713,psychology,161.47
557493,psychology,163.37
333462,psychology,145.97
767435,psychology,160.69
988751,psychology,170.41
461584,psychology,157.2
227286,psychology,168.64
671358,psychology,165.3
670684,psychology,163.13
921462,psychology,164.34
306767,psychology,154.35
431821,psychology,162.82
440108,psychology,172.47
860421,psychology,163.86
682359,psychology,163.54
415614,psychology,159.1
654693,psychology,163.12
895887,psychology,164.63
278740,psychology,165.74
356434,psychology,161.17
322130,psychology,161.95
381198,psychology,174.88
255536,psychology,150.38
510179,psychology,176.05
721488,psychology,165.23
726764,psychology,169.02
871265,psychology,153.78
249589,psychology,159.93
768183,psychology,161.71
582795,psychology,165.72
533591,psychology,153.75
505927,psychology,166
576276,psychology,156.36
785186,psychology,163.68
728253,psychology,167.03
527668,psychology,165.17
710099,psychology,169.49
693253,psychology,169.05
301175,psychology,159.58
170781,psychology,164.77
341505,psychology,157.9
398715,psychology,155.74
922015,psychology,168.59
663189,psychology,163.3
239140,psychology,162.99
228894,psychology,168.51
448844,psychology,166.7
333574,psychology,165.3
605840,psychology,170.45
405245,psychology,168.62
294850,psychology,164.67
421229,psychology,159.35
881640,psychology,159.57
676390,psychology,170.12
608960,psychology,154.08
770610,psychology,163.16
844188,psychology,152.15
848777,psychology,169.14
331686,psychology,168.23
947592,psychology,163.31
710056,psychology,162.89
819864,psychology,149.08
926459,psychology,166.62
240913,psychology,150.76
336776,psychology,150.03
906785,psychology,163.76
941892,psychology,157.87
442680,psychology,165.65
129173,psychology,167.17
438840,psychology,168.21
500323,psychology,159.35
136036,psychology,165.87
707797,psychology,163.88
162191,psychology,168.03
814835,psychology,166.37
500124,psychology,168.44
223030,psychology,162.55
227208,psychology,162.46
318306,psychology,169.06
957074,psychology,151.15
956044,psychology,160.41
623475,psychology,156.03
667264,psychology,161.11
339366,psychology,167.01
434297,psychology,168.02
904684,psychology,157.49
349554,psychology,160.61
689479,psychology,164.08
565767,psychology,161.63
919292,psychology,165.03
443630,psychology,165.59
805138,psychology,157.98
898309,psychology,162.29
920491,psychology,151.1
906195,psychology,169.85
128890,psychology,159.7
484754,psychology,156.41
826236,psychology,161.85
655775,psychology,155.13
129650,psychology,163.18
893083,psychology,160.09
630503,psychology,175.76
931045,psychology,169.81
516402,psychology,149.02
278330,psychology,165.82
995822,psychology,155.3
157349,psychology,161.84
888090,psychology,164.24
159376,psychology,167.58
309372,psychology,161.74
791121,psychology,172.32
756576,psychology,160.55
955489,psychology,165.17
566830,psychology,167.1
689716,psychology,163.79
351484,psychology,168.34
780152,psychology,165.15
597492,psychology,158.81
233395,psychology,152.97
745007,psychology,173.93
405280,psychology,159.84
221812,psychology,163.89
928837,psychology,166.52
795810,psychology,163.95
232167,psychology,158.12
833804,psychology,160.62
129724,psychology,162.59
223737,psychology,171.76
128907,psychology,158.38
188977,psychology,167.79
858540,psychology,165.07
208403,psychology,161.96
522596,psychology,157.25
654121,psychology,161.67
481447,psychology,162.8
621900,psychology,154.9
871557,psychology,164.4
853666,psychology,158.6
363148,psychology,162.76
864600,psychology,165.22
745876,psychology,158.13
430205,psychology,161.65
308942,psychology,165.3
369301,psychology,152.8
284516,psychology,169.23
604682,psychology,177.17
